type,location,cause,metrics,year,val,,
country,United Arab Emirates,Occupational risks,Percent,2016,0.032031749,,
country,United Arab Emirates,Occupational risks,Number,2017,523.096131,,
country,United Arab Emirates,Occupational risks,Percent,2017,0.03221674,,
country,United Arab Emirates,Occupational risks,Number,2018,532.5668461,,
country,United Arab Emirates,Occupational risks,Percent,2018,0.032008332,,
country,United Arab Emirates,Occupational risks,Number,2019,549.6126297,,
country,United Arab Emirates,Occupational risks,Percent,2019,0.031143388,,
country,United Arab Emirates,Occupational risks,Number,2020,508.4139379,,
country,United Arab Emirates,Occupational risks,Percent,2020,0.032000583,,
country,United Arab Emirates,Occupational risks,Number,2021,520.8907381,,
country,United Arab Emirates,Occupational risks,Percent,2021,0.026133557,,
country,South Africa,Environmental/occupational risks,Number,1990,64157.42065,,
country,South Africa,Environmental/occupational risks,Percent,1990,0.219331871,,
country,South Africa,Environmental/occupational risks,Number,1991,63644.29036,,
country,South Africa,Environmental/occupational risks,Percent,1991,0.215047517,,
country,South Africa,Environmental/occupational risks,Number,1992,64792.02814,,
country,South Africa,Environmental/occupational risks,Percent,1992,0.208221611,,
country,South Africa,Environmental/occupational risks,Number,1993,63281.37882,,
country,South Africa,Environmental/occupational risks,Percent,1993,0.205932741,,
country,South Africa,Environmental/occupational risks,Number,1994,65404.54177,,
country,South Africa,Environmental/occupational risks,Percent,1994,0.200620678,,
country,South Africa,Environmental/occupational risks,Number,1995,65854.26283,,
country,South Africa,Environmental/occupational risks,Percent,1995,0.193355467,,
country,South Africa,Environmental/occupational risks,Number,1996,69178.91795,,
country,South Africa,Environmental/occupational risks,Percent,1996,0.187392241,,
country,South Africa,Environmental/occupational risks,Number,1997,74324.28325,,
country,South Africa,Environmental/occupational risks,Percent,1997,0.176911848,,
country,South Africa,Environmental/occupational risks,Number,1998,75721.72027,,
country,South Africa,Environmental/occupational risks,Percent,1998,0.165024969,,
country,South Africa,Environmental/occupational risks,Number,1999,74465.48652,,
country,South Africa,Environmental/occupational risks,Percent,1999,0.153419948,,
country,South Africa,Environmental/occupational risks,Number,2000,78475.69946,,
country,South Africa,Environmental/occupational risks,Percent,2000,0.146140055,,
country,South Africa,Environmental/occupational risks,Number,2001,79024.1773,,
country,South Africa,Environmental/occupational risks,Percent,2001,0.136747203,,
country,South Africa,Environmental/occupational risks,Number,2002,81678.01029,,
country,South Africa,Environmental/occupational risks,Percent,2002,0.129318058,,
country,South Africa,Environmental/occupational risks,Number,2003,84186.22645,,
country,South Africa,Environmental/occupational risks,Percent,2003,0.122816013,,
country,South Africa,Environmental/occupational risks,Number,2004,85226.61636,,
country,South Africa,Environmental/occupational risks,Percent,2004,0.118794219,,
country,South Africa,Environmental/occupational risks,Number,2005,85982.9032,,
country,South Africa,Environmental/occupational risks,Percent,2005,0.117199152,,
country,South Africa,Environmental/occupational risks,Number,2006,88248.66849,,
country,South Africa,Environmental/occupational risks,Percent,2006,0.118972078,,
country,South Africa,Environmental/occupational risks,Number,2007,86926.34886,,
country,South Africa,Environmental/occupational risks,Percent,2007,0.119066866,,
country,South Africa,Environmental/occupational risks,Number,2008,86696.04538,,
country,South Africa,Environmental/occupational risks,Percent,2008,0.121126662,,
country,South Africa,Environmental/occupational risks,Number,2009,85393.03452,,
country,South Africa,Environmental/occupational risks,Percent,2009,0.123388665,,
country,South Africa,Environmental/occupational risks,Number,2010,83381.89386,,
country,South Africa,Environmental/occupational risks,Percent,2010,0.12692056,,
country,South Africa,Environmental/occupational risks,Number,2011,82341.51199,,
country,South Africa,Environmental/occupational risks,Percent,2011,0.133433296,,
country,South Africa,Environmental/occupational risks,Number,2012,80260.3895,,
country,South Africa,Environmental/occupational risks,Percent,2012,0.137482363,,
country,South Africa,Environmental/occupational risks,Number,2013,78562.03013,,
country,South Africa,Environmental/occupational risks,Percent,2013,0.140586274,,
country,South Africa,Environmental/occupational risks,Number,2014,78224.64058,,
country,South Africa,Environmental/occupational risks,Percent,2014,0.141763367,,
country,South Africa,Environmental/occupational risks,Number,2015,77631.04727,,
country,South Africa,Environmental/occupational risks,Percent,2015,0.1408918,,
country,South Africa,Environmental/occupational risks,Number,2016,77299.21784,,
country,South Africa,Environmental/occupational risks,Percent,2016,0.142138438,,
country,South Africa,Environmental/occupational risks,Number,2017,75681.11649,,
country,South Africa,Environmental/occupational risks,Percent,2017,0.143431832,,
country,South Africa,Environmental/occupational risks,Number,2018,74539.82348,,
country,South Africa,Environmental/occupational risks,Percent,2018,0.143047535,,
country,South Africa,Environmental/occupational risks,Number,2019,72044.26608,,
country,South Africa,Environmental/occupational risks,Percent,2019,0.139836942,,
country,South Africa,Environmental/occupational risks,Number,2020,72116.90165,,
country,South Africa,Environmental/occupational risks,Percent,2020,0.109550064,,
country,South Africa,Environmental/occupational risks,Number,2021,70637.52089,,
country,South Africa,Environmental/occupational risks,Percent,2021,0.096282279,,
country,South Africa,Non-optimal temperature,Number,1990,6114.698189,,
country,South Africa,Non-optimal temperature,Percent,1990,0.020903972,,
country,South Africa,Non-optimal temperature,Number,1991,6037.231085,,
country,South Africa,Non-optimal temperature,Percent,1991,0.020397755,,
country,South Africa,Non-optimal temperature,Number,1992,6103.27951,,
country,South Africa,Non-optimal temperature,Percent,1992,0.019612533,,
country,South Africa,Non-optimal temperature,Number,1993,6065.606994,,
country,South Africa,Non-optimal temperature,Percent,1993,0.01974019,,
country,South Africa,Non-optimal temperature,Number,1994,7063.030591,,
country,South Africa,Non-optimal temperature,Percent,1994,0.02166739,,
country,South Africa,Non-optimal temperature,Number,1995,7314.351129,,
country,South Africa,Non-optimal temperature,Percent,1995,0.021477659,,
country,South Africa,Non-optimal temperature,Number,1996,8421.790559,,
country,South Africa,Non-optimal temperature,Percent,1996,0.02281351,,
country,South Africa,Non-optimal temperature,Number,1997,9511.005968,,
country,South Africa,Non-optimal temperature,Percent,1997,0.022639367,,
country,South Africa,Non-optimal temperature,Number,1998,8867.062113,,
country,South Africa,Non-optimal temperature,Percent,1998,0.019325443,,
country,South Africa,Non-optimal temperature,Number,1999,8450.9821,,
country,South Africa,Non-optimal temperature,Percent,1999,0.017412035,,
country,South Africa,Non-optimal temperature,Number,2000,10301.08901,,
country,South Africa,Non-optimal temperature,Percent,2000,0.019184325,,
country,South Africa,Non-optimal temperature,Number,2001,9840.022055,,
country,South Africa,Non-optimal temperature,Percent,2001,0.017028686,,
country,South Africa,Non-optimal temperature,Number,2002,10254.64308,,
country,South Africa,Non-optimal temperature,Percent,2002,0.016236692,,
country,South Africa,Non-optimal temperature,Number,2003,10557.9824,,
country,South Africa,Non-optimal temperature,Percent,2003,0.015403798,,
country,South Africa,Non-optimal temperature,Number,2004,11027.31336,,
country,South Africa,Non-optimal temperature,Percent,2004,0.015371888,,
country,South Africa,Non-optimal temperature,Number,2005,10830.72386,,
country,South Africa,Non-optimal temperature,Percent,2005,0.014764097,,
country,South Africa,Non-optimal temperature,Number,2006,12658.13369,,
country,South Africa,Non-optimal temperature,Percent,2006,0.017065737,,
country,South Africa,Non-optimal temperature,Number,2007,11732.72517,,
country,South Africa,Non-optimal temperature,Percent,2007,0.016071923,,
country,South Africa,Non-optimal temperature,Number,2008,12140.13988,,
country,South Africa,Non-optimal temperature,Percent,2008,0.016962967,,
country,South Africa,Non-optimal temperature,Number,2009,12471.26402,,
country,South Africa,Non-optimal temperature,Percent,2009,0.01802159,,
country,South Africa,Non-optimal temperature,Number,2010,11624.20726,,
country,South Africa,Non-optimal temperature,Percent,2010,0.017694807,,
country,South Africa,Non-optimal temperature,Number,2011,12749.78352,,
country,South Africa,Non-optimal temperature,Percent,2011,0.020663191,,
country,South Africa,Non-optimal temperature,Number,2012,12078.34673,,
country,South Africa,Non-optimal temperature,Percent,2012,0.020691479,,
country,South Africa,Non-optimal temperature,Number,2013,12119.37826,,
country,South Africa,Non-optimal temperature,Percent,2013,0.021689862,,
country,South Africa,Non-optimal temperature,Number,2014,12034.39728,,
country,South Africa,Non-optimal temperature,Percent,2014,0.021811765,,
country,South Africa,Non-optimal temperature,Number,2015,11206.48604,,
country,South Africa,Non-optimal temperature,Percent,2015,0.020340978,,
country,South Africa,Non-optimal temperature,Number,2016,11800.94745,,
country,South Africa,Non-optimal temperature,Percent,2016,0.021702209,,
country,South Africa,Non-optimal temperature,Number,2017,12260.72702,,
country,South Africa,Non-optimal temperature,Percent,2017,0.023241285,,
country,South Africa,Non-optimal temperature,Number,2018,12084.52554,,
country,South Africa,Non-optimal temperature,Percent,2018,0.023193113,,
country,South Africa,Non-optimal temperature,Number,2019,10865.74075,,
country,South Africa,Non-optimal temperature,Percent,2019,0.021092951,,
country,South Africa,Non-optimal temperature,Number,2020,12232.83394,,
country,South Africa,Non-optimal temperature,Percent,2020,0.018585885,,
country,South Africa,Non-optimal temperature,Number,2021,12086.40228,,
country,South Africa,Non-optimal temperature,Percent,2021,0.016473794,,
country,India,Occupational risks,Number,1990,228564.3721,,
country,India,Occupational risks,Percent,1990,0.029216221,,
country,India,Occupational risks,Number,1991,237028.0829,,
country,India,Occupational risks,Percent,1991,0.030091401,,
country,India,Occupational risks,Number,1992,245729.2688,,
country,India,Occupational risks,Percent,1992,0.030717943,,
country,India,Occupational risks,Number,1993,252990.144,,
country,India,Occupational risks,Percent,1993,0.031663092,,
country,India,Occupational risks,Number,1994,262884.2367,,
country,India,Occupational risks,Percent,1994,0.032671921,,
country,India,Occupational risks,Number,1995,272362.6991,,
country,India,Occupational risks,Percent,1995,0.033321997,,
country,India,Occupational risks,Number,1996,280150.5209,,
country,India,Occupational risks,Percent,1996,0.034138404,,
country,India,Occupational risks,Number,1997,290416.5622,,
country,India,Occupational risks,Percent,1997,0.035218718,,
country,India,Occupational risks,Number,1998,303831.9619,,
country,India,Occupational risks,Percent,1998,0.036425232,,
country,India,Occupational risks,Number,1999,309826.3556,,
country,India,Occupational risks,Percent,1999,0.037835044,,
country,India,Occupational risks,Number,2000,313613.2166,,
country,India,Occupational risks,Percent,2000,0.038498833,,
country,India,Occupational risks,Number,2001,319796.4782,,
country,India,Occupational risks,Percent,2001,0.039011741,,
country,India,Occupational risks,Number,2002,326726.7651,,
country,India,Occupational risks,Percent,2002,0.039893475,,
country,India,Occupational risks,Number,2003,335048.4598,,
country,India,Occupational risks,Percent,2003,0.040570137,,
country,India,Occupational risks,Number,2004,348012.9215,,
country,India,Occupational risks,Percent,2004,0.041781631,,
country,India,Occupational risks,Number,2005,354878.5995,,
country,India,Occupational risks,Percent,2005,0.042312944,,
country,India,Occupational risks,Number,2006,363978.2871,,
country,India,Occupational risks,Percent,2006,0.042823503,,
country,India,Occupational risks,Number,2007,379135.1265,,
country,India,Occupational risks,Percent,2007,0.043586124,,
country,India,Occupational risks,Number,2008,390134.9817,,
country,India,Occupational risks,Percent,2008,0.044258581,,
country,India,Occupational risks,Number,2009,388489.7099,,
country,India,Occupational risks,Percent,2009,0.04447045,,
country,India,Occupational risks,Number,2010,393281.4874,,
country,India,Occupational risks,Percent,2010,0.044728121,,
country,India,Occupational risks,Number,2011,396997.6723,,
country,India,Occupational risks,Percent,2011,0.044550172,,
country,India,Occupational risks,Number,2012,395156.7752,,
country,India,Occupational risks,Percent,2012,0.043868859,,
country,India,Occupational risks,Number,2013,395262.6116,,
country,India,Occupational risks,Percent,2013,0.042922296,,
country,India,Occupational risks,Number,2014,391626.5178,,
country,India,Occupational risks,Percent,2014,0.042091408,,
country,India,Occupational risks,Number,2015,380416.913,,
country,India,Occupational risks,Percent,2015,0.041192548,,
country,India,Occupational risks,Number,2016,374590.3072,,
country,India,Occupational risks,Percent,2016,0.040689546,,
country,India,Occupational risks,Number,2017,375737.3642,,
country,India,Occupational risks,Percent,2017,0.040295786,,
country,India,Occupational risks,Number,2018,376719.5111,,
country,India,Occupational risks,Percent,2018,0.039829458,,
country,India,Occupational risks,Number,2019,374810.7646,,
country,India,Occupational risks,Percent,2019,0.039326295,,
country,India,Occupational risks,Number,2020,371478.1754,,
country,India,Occupational risks,Percent,2020,0.034828764,,
country,India,Occupational risks,Number,2021,368987.8173,,
country,India,Occupational risks,Percent,2021,0.031416337,,
country,Ethiopia,Occupational risks,Number,1990,9861.699499,,
country,Ethiopia,Occupational risks,Percent,1990,0.01070591,,
country,Ethiopia,Occupational risks,Number,1991,10106.6959,,
country,Ethiopia,Occupational risks,Percent,1991,0.011243571,,
country,Ethiopia,Occupational risks,Number,1992,10330.11884,,
country,Ethiopia,Occupational risks,Percent,1992,0.01140821,,
country,Ethiopia,Occupational risks,Number,1993,10502.01116,,
country,Ethiopia,Occupational risks,Percent,1993,0.011466246,,
country,Ethiopia,Occupational risks,Number,1994,10600.51774,,
country,Ethiopia,Occupational risks,Percent,1994,0.011479363,,
country,Ethiopia,Occupational risks,Number,1995,10762.4928,,
country,Ethiopia,Occupational risks,Percent,1995,0.01158565,,
country,Ethiopia,Occupational risks,Number,1996,10753.54094,,
country,Ethiopia,Occupational risks,Percent,1996,0.011638681,,
country,Ethiopia,Occupational risks,Number,1997,10718.82659,,
country,Ethiopia,Occupational risks,Percent,1997,0.011675041,,
country,Ethiopia,Occupational risks,Number,1998,10651.72754,,
country,Ethiopia,Occupational risks,Percent,1998,0.011683754,,
country,Ethiopia,Occupational risks,Number,1999,10496.24536,,
country,Ethiopia,Occupational risks,Percent,1999,0.011289127,,
country,Ethiopia,Occupational risks,Number,2000,10309.20235,,
country,Ethiopia,Occupational risks,Percent,2000,0.011056491,,
country,Ethiopia,Occupational risks,Number,2001,10112.70552,,
country,Ethiopia,Occupational risks,Percent,2001,0.011724983,,
country,Ethiopia,Occupational risks,Number,2002,9931.454207,,
country,Ethiopia,Occupational risks,Percent,2002,0.011814613,,
country,Ethiopia,Occupational risks,Number,2003,9792.953706,,
country,Ethiopia,Occupational risks,Percent,2003,0.011929875,,
country,Ethiopia,Occupational risks,Number,2004,9696.451279,,
country,Ethiopia,Occupational risks,Percent,2004,0.012169371,,
country,Ethiopia,Occupational risks,Number,2005,9598.194678,,
country,Ethiopia,Occupational risks,Percent,2005,0.012524711,,
country,Ethiopia,Occupational risks,Number,2006,9408.526786,,
country,Ethiopia,Occupational risks,Percent,2006,0.012786991,,
country,Ethiopia,Occupational risks,Number,2007,9190.351745,,
country,Ethiopia,Occupational risks,Percent,2007,0.013114309,,
country,Ethiopia,Occupational risks,Number,2008,9005.536456,,
country,Ethiopia,Occupational risks,Percent,2008,0.013424942,,
country,Ethiopia,Occupational risks,Number,2009,8856.66788,,
country,Ethiopia,Occupational risks,Percent,2009,0.01371896,,
country,Ethiopia,Occupational risks,Number,2010,8731.104411,,
country,Ethiopia,Occupational risks,Percent,2010,0.014039192,,
country,Ethiopia,Occupational risks,Number,2011,8719.374389,,
country,Ethiopia,Occupational risks,Percent,2011,0.014453887,,
country,Ethiopia,Occupational risks,Number,2012,8779.813836,,
country,Ethiopia,Occupational risks,Percent,2012,0.014876887,,
country,Ethiopia,Occupational risks,Number,2013,8872.614796,,
country,Ethiopia,Occupational risks,Percent,2013,0.015295446,,
country,Ethiopia,Occupational risks,Number,2014,8956.023844,,
country,Ethiopia,Occupational risks,Percent,2014,0.015655589,,
country,Ethiopia,Occupational risks,Number,2015,9008.046296,,
country,Ethiopia,Occupational risks,Percent,2015,0.015870186,,
country,Ethiopia,Occupational risks,Number,2016,9073.045733,,
country,Ethiopia,Occupational risks,Percent,2016,0.016011291,,
country,Ethiopia,Occupational risks,Number,2017,9129.26082,,
country,Ethiopia,Occupational risks,Percent,2017,0.016189606,,
country,Ethiopia,Occupational risks,Number,2018,9223.140198,,
country,Ethiopia,Occupational risks,Percent,2018,0.016366716,,
country,Ethiopia,Occupational risks,Number,2019,9335.773527,,
country,Ethiopia,Occupational risks,Percent,2019,0.016571864,,
country,Ethiopia,Occupational risks,Number,2020,9400.514681,,
country,Ethiopia,Occupational risks,Percent,2020,0.014609289,,
country,Ethiopia,Occupational risks,Number,2021,9524.151387,,
country,Ethiopia,Occupational risks,Percent,2021,0.012940654,,
country,Russian Federation,Air pollution,Number,1990,216111.5091,,
country,Russian Federation,Air pollution,Percent,1990,0.132054156,,
country,Russian Federation,Air pollution,Number,1991,215214.5885,,
country,Russian Federation,Air pollution,Percent,1991,0.129101229,,
country,Russian Federation,Air pollution,Number,1992,226757.6759,,
country,Russian Federation,Air pollution,Percent,1992,0.126069241,,
country,Russian Federation,Air pollution,Number,1993,264960.5433,,
country,Russian Federation,Air pollution,Percent,1993,0.12462931,,
country,Russian Federation,Air pollution,Number,1994,284383.2266,,
country,Russian Federation,Air pollution,Percent,1994,0.122890406,,
country,Russian Federation,Air pollution,Number,1995,266980.9403,,
country,Russian Federation,Air pollution,Percent,1995,0.120459758,,
country,Russian Federation,Air pollution,Number,1996,250256.8988,,
country,Russian Federation,Air pollution,Percent,1996,0.120138534,,
country,Russian Federation,Air pollution,Number,1997,238013.0908,,
country,Russian Federation,Air pollution,Percent,1997,0.120326488,,
country,Russian Federation,Air pollution,Number,1998,233856.0482,,
country,Russian Federation,Air pollution,Percent,1998,0.119137298,,
country,Russian Federation,Air pollution,Number,1999,249144.5552,,
country,Russian Federation,Air pollution,Percent,1999,0.116955922,,
country,Russian Federation,Air pollution,Number,2000,254941.0662,,
country,Russian Federation,Air pollution,Percent,2000,0.114489938,,
country,Russian Federation,Air pollution,Number,2001,249917.7302,,
country,Russian Federation,Air pollution,Percent,2001,0.110472509,,
country,Russian Federation,Air pollution,Number,2002,241871.4636,,
country,Russian Federation,Air pollution,Percent,2002,0.104195391,,
country,Russian Federation,Air pollution,Number,2003,227276.4616,,
country,Russian Federation,Air pollution,Percent,2003,0.09659841,,
country,Russian Federation,Air pollution,Number,2004,204427.0754,,
country,Russian Federation,Air pollution,Percent,2004,0.088995199,,
country,Russian Federation,Air pollution,Number,2005,200110.3009,,
country,Russian Federation,Air pollution,Percent,2005,0.084190474,,
country,Russian Federation,Air pollution,Number,2006,181297.0715,,
country,Russian Federation,Air pollution,Percent,2006,0.082353043,,
country,Russian Federation,Air pollution,Number,2007,171870.6948,,
country,Russian Federation,Air pollution,Percent,2007,0.081548066,,
country,Russian Federation,Air pollution,Number,2008,171351.2403,,
country,Russian Federation,Air pollution,Percent,2008,0.080942055,,
country,Russian Federation,Air pollution,Number,2009,162954.9578,,
country,Russian Federation,Air pollution,Percent,2009,0.080208164,,
country,Russian Federation,Air pollution,Number,2010,162969.4604,,
country,Russian Federation,Air pollution,Percent,2010,0.079453673,,
country,Russian Federation,Air pollution,Number,2011,149909.4585,,
country,Russian Federation,Air pollution,Percent,2011,0.077766123,,
country,Russian Federation,Air pollution,Number,2012,140725.085,,
country,Russian Federation,Air pollution,Percent,2012,0.074341365,,
country,Russian Federation,Air pollution,Number,2013,130618.5652,,
country,Russian Federation,Air pollution,Percent,2013,0.070116487,,
country,Russian Federation,Air pollution,Number,2014,124026.7756,,
country,Russian Federation,Air pollution,Percent,2014,0.065689955,,
country,Russian Federation,Air pollution,Number,2015,117092.3579,,
country,Russian Federation,Air pollution,Percent,2015,0.062755228,,
country,Russian Federation,Air pollution,Number,2016,112347.7026,,
country,Russian Federation,Air pollution,Percent,2016,0.0607568,,
country,Russian Federation,Air pollution,Number,2017,103437.8833,,
country,Russian Federation,Air pollution,Percent,2017,0.058293471,,
country,Russian Federation,Air pollution,Number,2018,100163.111,,
country,Russian Federation,Air pollution,Percent,2018,0.056058689,,
country,Russian Federation,Air pollution,Number,2019,95074.59069,,
country,Russian Federation,Air pollution,Percent,2019,0.053804143,,
country,Russian Federation,Air pollution,Number,2020,89454.89265,,
country,Russian Federation,Air pollution,Percent,2020,0.042616797,,
country,Russian Federation,Air pollution,Number,2021,93884.98071,,
country,Russian Federation,Air pollution,Percent,2021,0.038887428,,
country,South Africa,Occupational risks,Number,1990,4838.610517,,
country,South Africa,Occupational risks,Percent,1990,0.016545195,,
country,South Africa,Occupational risks,Number,1991,4954.626774,,
country,South Africa,Occupational risks,Percent,1991,0.016744425,,
country,South Africa,Occupational risks,Number,1992,5158.990787,,
country,South Africa,Occupational risks,Percent,1992,0.016580364,,
country,South Africa,Occupational risks,Number,1993,5103.995427,,
country,South Africa,Occupational risks,Percent,1993,0.016613005,,
country,South Africa,Occupational risks,Number,1994,5360.887877,,
country,South Africa,Occupational risks,Percent,1994,0.016447576,,
country,South Africa,Occupational risks,Number,1995,5618.589268,,
country,South Africa,Occupational risks,Percent,1995,0.016499229,,
country,South Africa,Occupational risks,Number,1996,5982.340846,,
country,South Africa,Occupational risks,Percent,1996,0.016206694,,
country,South Africa,Occupational risks,Number,1997,6641.702632,,
country,South Africa,Occupational risks,Percent,1997,0.015810374,,
country,South Africa,Occupational risks,Number,1998,6739.396998,,
country,South Africa,Occupational risks,Percent,1998,0.014689505,,
country,South Africa,Occupational risks,Number,1999,6635.578593,,
country,South Africa,Occupational risks,Percent,1999,0.013672303,,
country,South Africa,Occupational risks,Number,2000,6816.629237,,
country,South Africa,Occupational risks,Percent,2000,0.012695525,,
country,South Africa,Occupational risks,Number,2001,6750.293185,,
country,South Africa,Occupational risks,Percent,2001,0.011682372,,
country,South Africa,Occupational risks,Number,2002,6810.275669,,
country,South Africa,Occupational risks,Percent,2002,0.010783631,,
country,South Africa,Occupational risks,Number,2003,6914.549363,,
country,South Africa,Occupational risks,Percent,2003,0.010088736,,
country,South Africa,Occupational risks,Number,2004,6887.309452,,
country,South Africa,Occupational risks,Percent,2004,0.009601154,,
country,South Africa,Occupational risks,Number,2005,6861.699704,,
country,South Africa,Occupational risks,Percent,2005,0.009354165,,
country,South Africa,Occupational risks,Number,2006,6943.420263,,
country,South Africa,Occupational risks,Percent,2006,0.00936173,,
country,South Africa,Occupational risks,Number,2007,6876.852714,,
country,South Africa,Occupational risks,Percent,2007,0.009420839,,
country,South Africa,Occupational risks,Number,2008,6888.805955,,
country,South Africa,Occupational risks,Percent,2008,0.009626074,,
country,South Africa,Occupational risks,Number,2009,6892.701697,,
country,South Africa,Occupational risks,Percent,2009,0.009961042,,
country,South Africa,Occupational risks,Number,2010,6886.437072,,
country,South Africa,Occupational risks,Percent,2010,0.010483096,,
country,South Africa,Occupational risks,Number,2011,6799.525795,,
country,South Africa,Occupational risks,Percent,2011,0.01102024,,
country,South Africa,Occupational risks,Number,2012,6715.306102,,
country,South Africa,Occupational risks,Percent,2012,0.011504629,,
country,South Africa,Occupational risks,Number,2013,6611.855512,,
country,South Africa,Occupational risks,Percent,2013,0.01183354,,
country,South Africa,Occupational risks,Number,2014,6620.5532,,
country,South Africa,Occupational risks,Percent,2014,0.011999605,,
country,South Africa,Occupational risks,Number,2015,6643.703169,,
country,South Africa,Occupational risks,Percent,2015,0.012059421,,
country,South Africa,Occupational risks,Number,2016,6621.132287,,
country,South Africa,Occupational risks,Percent,2016,0.012176771,,
country,South Africa,Occupational risks,Number,2017,6537.725853,,
country,South Africa,Occupational risks,Percent,2017,0.012393344,,
country,South Africa,Occupational risks,Number,2018,6467.004444,,
country,South Africa,Occupational risks,Percent,2018,0.012411797,,
country,South Africa,Occupational risks,Number,2019,6375.452878,,
country,South Africa,Occupational risks,Percent,2019,0.012377674,,
country,South Africa,Occupational risks,Number,2020,6468.883869,,
country,South Africa,Occupational risks,Percent,2020,0.009828774,,
country,South Africa,Occupational risks,Number,2021,6504.27095,,
country,South Africa,Occupational risks,Percent,2021,0.008866519,,
country,Brazil,Air pollution,Number,1990,85878.36513,,
country,Brazil,Air pollution,Percent,1990,0.098069097,,
country,Brazil,Air pollution,Number,1991,83185.61421,,
country,Brazil,Air pollution,Percent,1991,0.095336459,,
country,Brazil,Air pollution,Number,1992,83014.78036,,
country,Brazil,Air pollution,Percent,1992,0.093644924,,
country,Brazil,Air pollution,Number,1993,84302.51843,,
country,Brazil,Air pollution,Percent,1993,0.09185142,,
country,Brazil,Air pollution,Number,1994,83054.06975,,
country,Brazil,Air pollution,Percent,1994,0.089457997,,
country,Brazil,Air pollution,Number,1995,82298.88704,,
country,Brazil,Air pollution,Percent,1995,0.087340555,,
country,Brazil,Air pollution,Number,1996,81451.95391,,
country,Brazil,Air pollution,Percent,1996,0.085224597,,
country,Brazil,Air pollution,Number,1997,79865.52483,,
country,Brazil,Air pollution,Percent,1997,0.083445632,,
country,Brazil,Air pollution,Number,1998,80080.13527,,
country,Brazil,Air pollution,Percent,1998,0.082328004,,
country,Brazil,Air pollution,Number,1999,79368.63062,,
country,Brazil,Air pollution,Percent,1999,0.080570689,,
country,Brazil,Air pollution,Number,2000,78014.19159,,
country,Brazil,Air pollution,Percent,2000,0.078561796,,
country,Brazil,Air pollution,Number,2001,78027.75961,,
country,Brazil,Air pollution,Percent,2001,0.077343174,,
country,Brazil,Air pollution,Number,2002,78400.08502,,
country,Brazil,Air pollution,Percent,2002,0.076337031,,
country,Brazil,Air pollution,Number,2003,78841.85771,,
country,Brazil,Air pollution,Percent,2003,0.075333267,,
country,Brazil,Air pollution,Number,2004,78720.36329,,
country,Brazil,Air pollution,Percent,2004,0.073951658,,
country,Brazil,Air pollution,Number,2005,76282.84788,,
country,Brazil,Air pollution,Percent,2005,0.071966795,,
country,Brazil,Air pollution,Number,2006,76630.74685,,
country,Brazil,Air pollution,Percent,2006,0.071005765,,
country,Brazil,Air pollution,Number,2007,76401.17291,,
country,Brazil,Air pollution,Percent,2007,0.069545261,,
country,Brazil,Air pollution,Number,2008,76126.30776,,
country,Brazil,Air pollution,Percent,2008,0.067828256,,
country,Brazil,Air pollution,Number,2009,76736.57648,,
country,Brazil,Air pollution,Percent,2009,0.066623501,,
country,Brazil,Air pollution,Number,2010,76782.41418,,
country,Brazil,Air pollution,Percent,2010,0.065111372,,
country,Brazil,Air pollution,Number,2011,76125.11325,,
country,Brazil,Air pollution,Percent,2011,0.063006657,,
country,Brazil,Air pollution,Number,2012,72581.96531,,
country,Brazil,Air pollution,Percent,2012,0.05948564,,
country,Brazil,Air pollution,Number,2013,69539.32061,,
country,Brazil,Air pollution,Percent,2013,0.0559925,,
country,Brazil,Air pollution,Number,2014,66341.93764,,
country,Brazil,Air pollution,Percent,2014,0.052640949,,
country,Brazil,Air pollution,Number,2015,65818.58245,,
country,Brazil,Air pollution,Percent,2015,0.051083105,,
country,Brazil,Air pollution,Number,2016,67454.33619,,
country,Brazil,Air pollution,Percent,2016,0.05058679,,
country,Brazil,Air pollution,Number,2017,66226.47587,,
country,Brazil,Air pollution,Percent,2017,0.049686674,,
country,Brazil,Air pollution,Number,2018,66992.54176,,
country,Brazil,Air pollution,Percent,2018,0.049834,,
country,Brazil,Air pollution,Number,2019,67959.75342,,
country,Brazil,Air pollution,Percent,2019,0.049621218,,
country,Brazil,Air pollution,Number,2020,66780.62258,,
country,Brazil,Air pollution,Percent,2020,0.042081715,,
country,Brazil,Air pollution,Number,2021,67680.51712,,
country,Brazil,Air pollution,Percent,2021,0.037664571,,
country,Egypt,Air pollution,Number,1990,79619.60621,,
country,Egypt,Air pollution,Percent,1990,0.170913136,,
country,Egypt,Air pollution,Number,1991,78990.5132,,
country,Egypt,Air pollution,Percent,1991,0.174653636,,
country,Egypt,Air pollution,Number,1992,77587.58861,,
country,Egypt,Air pollution,Percent,1992,0.177601638,,
country,Egypt,Air pollution,Number,1993,78911.87986,,
country,Egypt,Air pollution,Percent,1993,0.181508796,,
country,Egypt,Air pollution,Number,1994,79710.5312,,
country,Egypt,Air pollution,Percent,1994,0.184204409,,
country,Egypt,Air pollution,Number,1995,78469.02524,,
country,Egypt,Air pollution,Percent,1995,0.185727323,,
country,Egypt,Air pollution,Number,1996,77606.43921,,
country,Egypt,Air pollution,Percent,1996,0.186726168,,
country,Egypt,Air pollution,Number,1997,78105.64029,,
country,Egypt,Air pollution,Percent,1997,0.186785092,,
country,Egypt,Air pollution,Number,1998,78102.49185,,
